City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,barcelos,41.5388,-8.6151,18.08,96,100,4.45,PT,1699841684
290,loukhi,66.0764,33.0381,-5.04,96,88,2.43,RU,1699841684
291,tympaki,35.0729,24.7685,18.98,78,41,3.83,GR,1699841685
292,valparaiso,-33.0393,-71.6273,12.8,66,75,2.06,CL,1699841521
293,college,64.8569,-147.8028,-11.03,85,40,2.57,US,1699841660
294,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,74,40,12.52,RU,1699841685
295,constantia,44.1833,28.65,6.5,50,100,2.54,RO,1699841416
296,tazacorte,28.629,-17.9293,23.42,37,20,4.02,ES,1699841686
297,daru,-9.0763,143.2092,27.02,68,83,3.46,PG,1699841406
298,choibalsan,48.0667,114.5,-6.88,78,1,4.86,MN,1699841686
299,hollister,36.8525,-121.4016,16.21,64,0,0.89,US,1699841626
300,sao jose de ribamar,-2.5619,-44.0542,27.21,79,0,5.89,BR,1699841395
301,howrah,22.5892,88.3103,23.0,88,26,3.09,IN,1699841687
302,copala,16.65,-98.9833,26.33,86,5,2.61,MX,1699841687
303,skeldon,5.8833,-57.1333,26.78,84,2,3.89,GY,1699841687
304,chernyshevskiy,63.0128,112.4714,-15.88,98,100,1.64,RU,1699841688
305,camarinas,43.1311,-9.1817,18.99,93,91,12.38,ES,1699841688
306,zhangye,38.9342,100.4517,1.22,32,0,2.12,CN,1699841688
307,dhalie,13.6957,44.7314,18.6,66,18,1.19,YE,1699841691
308,les sables-d'olonne,46.6667,-1.8333,16.44,83,92,11.69,FR,1699841692
309,namsos,64.4662,11.4957,-0.97,74,1,7.2,NO,1699841692
310,geraldton,-28.7667,114.6,26.23,53,0,4.12,AU,1699841692
311,alice springs,-23.7,133.8833,33.75,26,40,4.12,AU,1699841692
312,berezovyy,51.6667,135.7,-6.44,51,61,0.51,RU,1699841693
313,st. john's,47.5649,-52.7093,-0.57,83,100,5.66,CA,1699841693
314,malanje,-9.5402,16.341,17.02,99,98,0.88,AO,1699841693
315,al bawiti,28.3492,28.8659,19.59,86,0,3.49,EG,1699841693
316,oranjemund,-28.55,16.4333,14.13,86,0,6.98,NA,1699841694
317,taltal,-25.4,-70.4833,17.44,73,2,2.35,CL,1699841694
318,chardara,41.2547,67.9692,6.65,53,84,3.79,KZ,1699841694
319,bremen,53.0752,8.8078,3.9,97,40,1.03,DE,1699841609
320,turpan,42.9333,89.1667,6.89,29,1,0.71,CN,1699841695
321,nova sintra,14.8667,-24.7167,23.57,67,71,2.53,CV,1699841695
322,corinto,37.9407,22.9573,17.16,87,100,1.41,GR,1699841695
323,saldanha,-33.0117,17.9442,13.03,88,0,6.38,ZA,1699841695
324,dagumba-an,8.1531,124.5908,28.72,63,15,1.57,PH,1699841696
325,tucumcari,35.1717,-103.725,5.91,39,0,2.06,US,1699841696
326,singaraja,-8.112,115.0882,30.97,62,57,1.24,ID,1699841696
327,kone,-21.0595,164.8658,27.9,42,10,4.41,NC,1699841696
328,vallenar,-28.5708,-70.7581,18.11,43,7,0.34,CL,1699841697
329,maxixe,-23.8597,35.3472,23.05,86,98,3.3,MZ,1699841697
330,crane,31.3974,-102.3501,14.08,77,100,3.4,US,1699841697
331,peace river,56.2501,-117.286,-0.83,86,75,2.57,CA,1699841549
332,nadvoitsy,63.8667,34.3167,-3.0,83,100,6.77,RU,1699841697
333,panadura,6.7132,79.9026,25.46,87,100,2.29,LK,1699841698
334,hammerfest,70.6634,23.6821,-6.75,63,15,0.51,NO,1699841698
335,camana,-16.6228,-72.7111,19.24,90,99,3.77,PE,1699841698
336,la ronge,55.1001,-105.2842,-1.74,92,12,3.16,CA,1699841452
337,klyavlino,54.2649,52.0267,2.75,80,100,9.24,RU,1699841699
338,sao jose do belmonte,-7.8614,-38.7597,24.6,41,0,2.99,BR,1699841699
339,berdigestyakh,62.0989,126.6992,-16.09,95,100,3.86,RU,1699841699
340,shahpura,27.3833,75.9667,16.76,56,3,0.85,IN,1699841699
341,eurajoki,61.2,21.7333,0.01,91,100,3.19,FI,1699841699
342,mitsamiouli,-11.3847,43.2844,27.2,77,8,4.58,KM,1699841700
343,sirte,31.2089,16.5887,21.14,68,0,2.22,LY,1699841700
344,kapustin yar,48.5831,45.7372,10.62,95,100,5.17,RU,1699841700
345,namdrik,5.5994,168.1028,28.58,81,100,5.69,MH,1699841700
346,thinadhoo,0.5333,72.9333,26.67,78,100,1.75,MV,1699841701
347,aasiaat,68.7098,-52.8699,-14.29,83,18,0.94,GL,1699841701
348,ceyhan,37.0247,35.8175,14.91,44,6,1.79,TR,1699841701
349,lautoka,-17.6167,177.4667,25.92,83,75,4.63,FJ,1699841701
350,arinos,-15.9169,-46.1056,25.85,33,30,0.3,BR,1699841602
351,sao jose da coroa grande,-8.8978,-35.1478,21.51,86,3,0.03,BR,1699841506
352,kodinsk,58.6881,99.1844,-9.76,87,100,1.65,RU,1699841702
353,cockburn town,21.4612,-71.1419,28.48,76,4,8.86,TC,1699841696
354,mariental,-24.6333,17.9667,22.39,30,4,3.42,NA,1699841703
355,sur,22.5667,59.5289,24.88,53,84,2.57,OM,1699841703
356,ibipeba,-11.6408,-42.0111,22.56,37,2,2.28,BR,1699841704
357,aykhal,66.0,111.5,-12.99,96,100,4.1,RU,1699841704
358,san luis de la loma,17.2706,-100.8939,26.99,84,41,2.54,MX,1699841705
359,lata,40.1629,-8.3327,17.67,96,82,1.65,PT,1699841705
360,pushkar,26.5,74.55,16.18,51,40,1.51,IN,1699841706
361,ust'-kut,56.7938,105.7672,-9.76,81,25,1.34,RU,1699841706
362,lycksele,64.5954,18.6735,-6.07,86,100,3.6,SE,1699841706
363,los angeles,34.0522,-118.2437,23.84,32,0,4.12,US,1699841467
364,oral,51.2333,51.3667,2.99,93,20,10.0,KZ,1699841707
365,ambodifotatra,-16.9833,49.85,24.6,72,28,0.88,MG,1699841708
366,al burayqah,30.4062,19.5739,21.77,70,0,3.77,LY,1699841708
367,kapenguria,1.2511,35.0895,13.97,87,45,0.66,KE,1699841708
368,bay roberts,47.5999,-53.2648,-0.37,80,19,2.24,CA,1699841709
369,usogorsk,63.4106,48.6872,-6.3,97,99,5.16,RU,1699841709
370,taoudenni,22.6783,-3.9836,25.04,20,2,5.76,ML,1699841709
371,rongelap,11.1635,166.8941,27.97,82,100,8.91,MH,1699841710
372,vila velha,-20.3297,-40.2925,26.64,84,0,4.02,BR,1699841710
373,pirae,-17.5167,-149.5333,28.01,78,75,7.6,PF,1699841710
374,nuuk,64.1835,-51.7216,-9.76,86,16,4.17,GL,1699841641
375,sodankyla,67.4167,26.6,-15.39,100,100,1.17,FI,1699841711
376,altamira,-3.2033,-52.2064,26.83,60,98,1.2,BR,1699841712
377,kyshtovka,56.555,76.6271,-0.37,77,93,4.02,RU,1699841713
378,hithadhoo,-0.6,73.0833,27.14,78,95,2.98,MV,1699841714
379,pisco,-13.7,-76.2167,20.01,88,10,7.2,PE,1699841714
380,taroa,8.7058,171.2275,28.39,82,79,8.28,MH,1699841714
381,hazorasp,41.3194,61.0742,0.91,48,1,4.63,UZ,1699841715
382,luganville,-15.5333,167.1667,26.28,71,100,6.62,VU,1699841715
383,cartagena del chaira,1.3349,-74.8429,23.3,99,28,0.72,CO,1699841716
384,bonthe,7.5264,-12.505,26.37,85,86,1.94,SL,1699841716
385,holualoa,19.6228,-155.9522,25.91,79,40,4.63,US,1699841716
386,dakhla,23.6848,-15.958,21.58,61,11,4.07,EH,1699841717
387,ruma,45.0081,19.8222,5.48,68,100,1.16,RS,1699841717
388,tarija,-21.5355,-64.7296,18.95,82,20,0.0,BO,1699841717
389,troisdorf,50.8167,7.1667,7.6,87,40,4.63,DE,1699841718
390,lamu,-2.2717,40.902,25.12,87,97,2.11,KE,1699841710
391,pokhara,28.2333,83.9833,17.57,55,0,1.45,NP,1699841718
392,tidjikja,18.5564,-11.4271,24.43,13,7,4.07,MR,1699841719
393,kenai,60.5544,-151.2583,-4.36,93,0,2.06,US,1699841719
394,villanueva de cordoba,38.3228,-4.6287,11.94,92,23,0.83,ES,1699841719
395,tarawa,1.419,172.984,29.05,84,75,0.51,KI,1699841720
396,wahneta,27.9528,-81.727,22.17,86,100,3.6,US,1699841720
397,kampong cham,11.9934,105.4635,27.02,79,88,4.35,KH,1699841720
398,mopti,14.6667,-4.0,26.06,9,57,3.99,ML,1699841721
399,satun,6.8333,100.0,30.0,81,100,1.08,TH,1699841721
400,mugia,43.1041,-9.2179,18.98,93,91,12.88,ES,1699841721
401,soio,-6.1349,12.3689,25.58,87,92,2.57,AO,1699841722
402,tikhvin,59.6451,33.5294,0.68,96,100,4.2,RU,1699841722
403,severo-yeniseyskiy,60.3725,93.0408,-4.12,98,98,0.89,RU,1699841707
404,lang son,21.8333,106.7333,14.08,80,98,5.0,VN,1699841722
405,fort bragg,35.139,-79.006,11.75,80,0,2.06,US,1699841723
406,manta,-0.95,-80.7333,23.88,83,40,4.12,EC,1699841723
407,saudarkrokur,65.7461,-19.6394,-0.71,68,98,2.91,IS,1699841723
408,ola,59.5833,151.2833,-8.81,61,100,5.29,RU,1699841724
409,homer,59.6425,-151.5483,0.58,76,0,1.54,US,1699841724
410,aripuana,-9.1667,-60.6333,26.07,74,25,0.37,BR,1699841724
411,figuig (centre),32.1089,-1.2286,16.47,31,33,0.74,MA,1699841725
412,tralee,52.2704,-9.7026,14.08,87,100,9.84,IE,1699841725
413,katsuura,35.1333,140.3,9.59,83,98,8.93,JP,1699841725
414,puerto yuca,2.9383,-73.2083,23.69,95,12,0.48,CO,1699841725
415,zhenzhou,32.2692,119.1789,6.97,50,6,3.06,CN,1699841726
416,macheng,31.1783,115.0319,9.22,38,63,2.11,CN,1699841630
417,jiuquan,39.7432,98.5174,0.03,34,33,2.14,CN,1699841726
418,vyaz'ma,55.2104,34.2951,2.6,94,100,6.98,RU,1699841727
419,lorengau,-2.0226,147.2712,29.37,65,34,1.94,PG,1699841727
420,nabire,-3.3667,135.4833,31.5,57,71,1.94,ID,1699841727
421,guerrero negro,27.9769,-114.0611,19.79,66,0,6.7,MX,1699841728
422,bel ombre,-4.6167,55.4167,26.91,83,20,1.54,SC,1699841728
423,kapuskasing,49.4169,-82.4331,1.05,100,100,6.69,CA,1699841728
424,salahonda,2.1019,-78.7217,26.78,81,29,4.74,CO,1699841728
425,chibougamau,49.9168,-74.3659,-6.21,93,100,3.6,CA,1699841729
426,turabah,21.2141,41.6331,20.16,46,21,5.62,SA,1699841729
427,concepcion del oro,24.6333,-101.4167,8.67,93,100,2.12,MX,1699841730
428,sao vicente,-23.9631,-46.3919,34.1,26,9,0.89,BR,1699841535
429,alofi,-19.0595,-169.9187,25.94,78,75,7.2,NU,1699841730
430,harpswell center,43.8018,-69.9842,0.62,78,6,0.89,US,1699841730
431,palkonda,18.6,83.75,23.49,69,56,1.59,IN,1699841731
432,makinsk,52.6292,70.4169,2.84,90,100,3.06,KZ,1699841731
433,taldykorgan,45.0156,78.3739,3.25,75,100,3.13,KZ,1699841731
434,puerto baquerizo moreno,-0.9,-89.6,23.68,83,95,5.72,EC,1699841732
435,vadakku viravanallur,8.7,77.5333,25.28,75,99,0.72,IN,1699841732
436,el calafate,-50.3408,-72.2768,7.42,74,100,3.58,AR,1699841732
437,fortuna,40.5982,-124.1573,14.4,77,0,0.89,US,1699841458
438,ixtapa,20.7,-105.2,28.57,79,40,2.57,MX,1699841733
439,gisborne,-38.6533,178.0042,19.65,57,2,2.87,NZ,1699841733
440,antofagasta,-23.65,-70.4,16.6,77,43,3.06,CL,1699841733
441,tamanrasset,22.785,5.5228,13.95,19,0,2.57,DZ,1699841734
442,tchibanga,-2.85,11.0333,21.85,99,97,0.66,GA,1699841734
443,chichibu,35.9903,139.0764,13.03,44,89,5.81,JP,1699841734
444,zverevo,48.0211,40.1228,7.99,81,100,7.23,RU,1699841734
445,suva,-18.1416,178.4415,23.71,94,75,5.14,FJ,1699841735
446,swakopmund,-22.6833,14.5333,14.88,88,5,1.08,NA,1699841735
447,paracatu,-17.2222,-46.8747,26.36,31,28,1.26,BR,1699841736
448,hengchun,22.0042,120.7439,24.35,68,22,15.24,TW,1699841736
449,madridejos,39.4682,-3.532,14.15,87,80,2.85,ES,1699841737
450,tura,25.5198,90.2201,21.66,72,0,0.91,IN,1699841737
451,inebolu,41.9747,33.7608,14.83,70,98,1.57,TR,1699841737
452,vernon,50.2581,-119.2691,7.09,73,100,1.03,CA,1699841737
453,burutu,5.3509,5.5076,25.96,88,88,2.25,NG,1699841738
454,medicine hat,50.0501,-110.6683,2.9,54,40,1.54,CA,1699841701
455,diamante,-32.0664,-60.6384,21.91,58,100,5.56,AR,1699841739
456,deqen,29.9618,90.7188,-1.28,27,0,0.12,CN,1699841739
457,borogontsy,62.6683,131.1683,-17.14,95,78,2.8,RU,1699841739
458,arraial do cabo,-22.9661,-42.0278,24.35,86,100,0.54,BR,1699841739
459,nguigmi,14.2495,13.1092,24.82,22,12,5.19,NE,1699841740
460,madison,34.7334,-86.5667,14.1,83,75,1.34,US,1699841701
461,paraty,-23.2178,-44.7131,28.77,60,100,1.63,BR,1699841741
462,vila do maio,15.1333,-23.2167,24.44,68,92,4.67,CV,1699841741
463,micheweni,-4.9667,39.8333,25.4,85,91,1.35,TZ,1699841742
464,beyneu,45.3167,55.2,5.67,64,100,8.06,KZ,1699841743
465,nueva gerona,21.8833,-82.8,26.75,81,73,7.81,CU,1699841743
466,jilib,0.4883,42.7854,24.3,91,49,1.66,SO,1699841743
467,huilong,31.8111,121.655,9.2,61,100,6.36,CN,1699841743
468,smara,26.7384,-11.6719,22.45,24,6,2.28,EH,1699841744
469,yeppoon,-23.1333,150.7333,30.88,48,0,3.76,AU,1699841744
470,newport,51.5877,-2.9984,12.06,91,100,4.02,GB,1699841744
471,chulym,55.0997,80.9572,2.26,98,100,3.16,RU,1699841744
472,la'ie,21.6477,-157.9253,28.98,73,34,4.02,US,1699841745
473,baker city,44.7749,-117.8344,9.55,61,0,1.54,US,1699841745
474,swiecie,53.4095,18.4474,4.89,94,100,3.13,PL,1699841745
475,baoding,38.8511,115.4903,3.64,32,100,2.74,CN,1699841745
476,callao,-12.0667,-77.15,20.95,77,100,7.2,PE,1699841746
477,walvis bay,-22.9575,14.5053,14.54,89,6,1.13,NA,1699841746
478,madalena,41.2162,-8.3345,17.32,94,99,2.92,PT,1699841746
479,mar del plata,-38.0023,-57.5575,12.15,75,0,1.54,AR,1699841746
480,thunder bay,48.4001,-89.3168,2.95,100,100,1.54,CA,1699841468
481,olyokminsk,60.3736,120.4264,-9.99,88,99,1.46,RU,1699841747
482,ishim,56.1128,69.4902,3.35,82,100,3.58,RU,1699841747
483,camapua,-19.5314,-54.0439,28.11,37,10,1.64,BR,1699841748
484,gandajika,-6.75,23.95,17.75,98,98,1.28,CD,1699841748
485,asa,58.0167,14.6,0.71,85,100,2.62,SE,1699841748
486,ain sukhna,29.6002,32.3167,22.91,56,5,2.13,EG,1699841748
487,touros,-5.1989,-35.4608,25.32,78,10,5.24,BR,1699841749
488,manavalakurichi,8.1333,77.3,26.45,74,100,2.23,IN,1699841749
489,oriximina,-1.7656,-55.8661,30.25,51,91,1.22,BR,1699841749
490,inhambane,-23.865,35.3833,23.36,86,98,3.73,MZ,1699841749
491,nantucket,41.2835,-70.0995,4.44,70,100,1.54,US,1699841750
492,francisco i. madero,29.7059,-107.8043,9.59,83,65,1.12,MX,1699841750
493,la sarre,48.8002,-79.1996,-2.73,91,87,4.96,CA,1699841581
494,al hazm,16.1641,44.7769,20.6,46,15,0.69,YE,1699841750
495,murun-kuren,49.6342,100.1625,-8.35,46,3,1.47,MN,1699841751
496,mahina,-17.5065,-149.489,27.87,78,75,7.2,PF,1699841751
497,mont-laurier,46.5501,-75.4993,-7.21,66,0,0.85,CA,1699841751
498,wynyard,-41.0,145.7167,18.51,40,0,4.87,AU,1699841714
499,south hedland,-20.4089,118.5983,30.96,51,15,4.12,AU,1699841752
500,angaur state,6.906,134.13,29.17,75,86,5.26,PW,1699841752
501,buchanan,5.8808,-10.0467,25.96,87,100,2.81,LR,1699841752
502,langzhong,31.5504,105.9938,9.32,75,100,1.87,CN,1699841753
503,east ballina,-28.8667,153.5833,25.44,75,82,5.38,AU,1699841753
504,san-pedro,4.7485,-6.6363,25.56,90,28,2.5,CI,1699841753
505,dwarka,22.2394,68.9678,25.93,43,100,5.9,IN,1699841753
506,dellys,36.9172,3.9131,18.02,70,59,3.75,DZ,1699841754
507,yarmouth,41.7057,-70.2286,4.98,72,100,1.34,US,1699841754
508,yima,34.7381,111.8839,4.94,52,65,2.33,CN,1699841754
509,kavaratti,10.5669,72.642,27.94,73,73,1.86,IN,1699841754
510,roslavl',53.9528,32.8639,2.35,96,100,7.54,RU,1699841754
511,brisas de zicatela,15.8369,-97.0419,27.67,81,12,2.55,MX,1699841755
512,am timan,11.0297,20.2827,25.63,68,100,1.68,TD,1699841755
513,madang,-5.2246,145.7966,29.7,62,100,2.89,PG,1699841755
514,la palma,33.8464,-118.0467,24.34,43,0,3.09,US,1699841756
515,nizhnevartovsk,60.9344,76.5531,0.01,93,100,3.13,RU,1699841756
516,saint-philippe,-21.3585,55.7679,20.77,81,66,2.66,RE,1699841756
517,tolanaro,-25.0319,46.9987,18.93,80,0,3.46,MG,1699841756
518,san angelo,31.4638,-100.437,14.78,88,100,1.54,US,1699841755
519,la jolla,32.8473,-117.2742,21.77,43,0,1.54,US,1699841757
520,serdar,38.9764,56.2757,12.52,50,22,4.91,TM,1699841757
521,morant bay,17.8815,-76.4093,29.79,80,7,4.32,JM,1699841757
522,nova vicosa,-17.8919,-39.3719,24.66,82,1,7.31,BR,1699841757
523,korla,41.7597,86.1469,4.14,65,87,1.89,CN,1699841758
524,cill airne,52.05,-9.5167,14.01,88,100,8.48,IE,1699841758
525,iquique,-20.2208,-70.1431,19.02,78,54,0.83,CL,1699841697
526,santa elena de uairen,4.6167,-61.1333,21.22,82,68,1.73,VE,1699841758
527,tindouf,27.6711,-8.1474,21.25,30,0,2.06,DZ,1699841759
528,smithers,54.7804,-127.1743,-0.82,100,100,0.0,CA,1699841759
529,banlung,13.7468,107.0045,27.57,63,38,2.72,KH,1699841760
530,bandarbeyla,9.4942,50.8122,26.52,85,96,6.96,SO,1699841697
531,waddan,29.1614,16.139,17.88,77,0,1.31,LY,1699841760
532,minas de marcona,-15.2119,-75.1103,14.57,92,90,5.56,PE,1699841760
533,vakarai,55.6035,23.8213,5.29,92,94,5.09,LT,1699841761
534,severnoye,56.3491,78.3619,1.1,99,99,2.68,RU,1699841698
535,safotu,-13.4513,-172.4018,28.21,77,34,2.07,WS,1699841762
536,santa barbara,34.7333,-120.0343,16.36,24,0,2.57,US,1699841762
537,machachi,-0.5,-78.5667,12.64,94,82,1.52,EC,1699841762
538,kailaras,26.3167,77.6167,18.15,55,20,0.58,IN,1699841763
539,bamboo flat,11.7,92.7167,25.05,88,100,1.03,IN,1699841763
540,ulladulla,-35.35,150.4667,18.72,54,78,4.51,AU,1699841764
541,tromso,69.6496,18.957,-2.99,74,17,4.12,NO,1699841764
542,argo,37.6333,22.7333,17.1,73,100,0.8,GR,1699841764
543,vredendal,-31.6683,18.5012,13.55,75,0,1.43,ZA,1699841765
544,tubmanburg,6.8708,-10.8172,24.16,96,100,0.83,LR,1699841765
545,saint-paul,-21.0096,55.2707,21.06,82,0,0.89,RE,1699841680
546,prainha,-1.8,-53.48,28.51,54,26,2.29,BR,1699841765
547,acapulco de juarez,16.8634,-99.8901,28.9,84,0,3.09,MX,1699841766
548,cherdakly,54.3594,48.845,4.97,93,100,8.0,RU,1699841766
549,kapa'a,22.0752,-159.319,28.99,80,75,8.75,US,1699841766
550,sinop,41.7711,34.8709,11.01,93,97,2.53,TR,1699841766
551,robertsport,6.7533,-11.3686,26.96,82,100,2.59,LR,1699841767
552,sao joao da barra,-21.6403,-41.0511,24.82,80,100,1.15,BR,1699841494
553,riobamba,-1.6667,-78.6333,13.79,89,95,1.82,EC,1699841768
554,monona,43.0622,-89.334,10.55,55,0,5.14,US,1699841768
555,itoman,26.1247,127.6694,22.21,56,75,11.83,JP,1699841768
556,ad douiem,14.0012,32.3116,30.17,31,40,3.39,SD,1699841769
557,merizo village,13.2658,144.6691,32.31,82,21,8.34,GU,1699841769
558,balikpapan,-1.2675,116.8289,28.55,84,20,2.57,ID,1699841571
559,olinda,-8.0089,-34.8553,26.85,69,20,2.57,BR,1699841730
560,amga,60.8953,131.9608,-14.03,92,100,3.25,RU,1699841770
561,kujang-up,39.8672,126.0303,1.09,35,0,2.12,KP,1699841770
562,la cocha,-27.7773,-65.5704,23.04,68,100,2.92,AR,1699841770
563,ta`u,-14.2336,-169.5144,27.95,78,19,3.78,AS,1699841771
564,port macquarie,-31.4333,152.9167,21.61,64,85,6.95,AU,1699841771
565,tevriz,57.509,72.4042,0.89,98,100,2.29,RU,1699841771
566,pauini,-7.7136,-66.9764,23.53,91,83,0.77,BR,1699841772
567,khamis mushait,18.3064,42.7292,14.34,54,0,0.0,SA,1699841772
568,itamaraca,-7.7478,-34.8256,27.03,76,2,2.37,BR,1699841772
569,manokwari,-0.8667,134.0833,29.04,74,93,2.51,ID,1699841772
570,belyy yar,53.6039,91.3903,-8.06,86,100,0.0,RU,1699841773
571,okha,53.5739,142.9478,-4.11,87,100,6.74,RU,1699841773
572,bireun,5.203,96.7009,28.43,74,36,0.39,ID,1699841773
573,san andres,12.5847,-81.7006,28.01,89,20,3.6,CO,1699841774
574,kutum,14.2,24.6667,22.71,33,39,3.39,SD,1699841774
575,santa terezinha,-29.9002,-50.0904,20.81,98,100,6.48,BR,1699841774
576,nogliki,51.8333,143.1667,-8.14,61,67,7.15,RU,1699841774
577,lago da pedra,-4.3333,-45.1667,25.67,72,8,2.4,BR,1699841775
578,birao,10.2849,22.7882,24.02,79,45,1.47,CF,1699841775
